Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,15:44:05,40TWL4,650,444,5.996,32,7,3.489,3
2022-05-20,15:44:10,40TWL4,417,629,5.791,40,1,2.209,3
2022-05-20,15:44:15,40TWL4,408,593,6.193,33,40,2.358,3
2022-05-20,15:44:20,40TWL4,419,531,5.57,34,45,2.591,3
2022-05-20,15:44:25,40TWL4,624,650,6.307,27,2,3.323,3
2022-05-20,15:44:30,40TWL4,624,450,5.878,25,16,2.036,3
2022-05-20,15:44:35,40TWL4,432,576,6.418,25,27,2.666,3
2022-05-20,15:44:40,40TWL4,479,560,6.307,29,96,2.649,3
2022-05-20,15:44:45,40TWL4,335,597,6.5,27,18,2.445,3
2022-05-20,15:44:50,40TWL4,551,437,6.484,28,53,2.582,3
2022-05-20,15:44:55,40TWL4,345,495,5.631,34,76,2.217,3
2022-05-20,15:45:00,40TWL4,343,584,5.89,38,84,2.204,3
2022-05-20,15:45:05,40TWL4,574,636,5.616,21,27,2.131,3
2022-05-20,15:45:10,40TWL4,512,560,6.216,20,25,2.498,3
2022-05-20,15:45:15,40TWL4,622,712,5.502,34,59,2.701,3
2022-05-20,15:45:20,40TWL4,476,689,6.089,27,73,2.026,3
2022-05-20,15:45:25,40TWL4,446,580,5.549,21,7,3.261,3
2022-05-20,15:45:30,40TWL4,378,454,5.822,30,24,2.638,3
2022-05-20,15:45:35,40TWL4,371,710,5.746,38,54,2.934,3
2022-05-20,15:45:40,40TWL4,448,586,5.659,30,78,3.43,3
2022-05-20,15:45:45,40TWL4,435,743,5.7,24,81,2.919,3
2022-05-20,15:45:50,40TWL4,366,436,5.692,30,33,3.188,3
2022-05-20,15:45:55,40TWL4,580,702,5.571,39,55,3.188,3
2022-05-20,15:46:00,40TWL4,409,647,5.933,36,23,2.405,3
2022-05-20,15:46:05,40TWL4,529,400,6.363,33,13,2.259,3
2022-05-20,15:46:10,40TWL4,688,685,5.703,26,78,2.262,3
2022-05-20,15:46:15,40TWL4,444,467,5.868,25,62,2.487,3
2022-05-20,15:46:20,40TWL4,677,752,6.318,20,82,3.034,3
2022-05-20,15:46:25,40TWL4,496,426,6.017,39,36,3.323,3
2022-05-20,15:46:30,40TWL4,571,743,5.78,31,69,2.789,3
2022-05-20,15:46:35,40TWL4,498,435,6.387,40,73,2.171,3
2022-05-20,15:46:40,40TWL4,444,708,5.978,31,50,2.539,3
2022-05-20,15:46:45,40TWL4,473,402,6.232,21,67,3.356,3
2022-05-20,15:46:50,40TWL4,337,586,5.608,35,56,2.569,3
2022-05-20,15:46:55,40TWL4,649,656,5.862,36,2,2.234,3
2022-05-20,15:47:00,40TWL4,664,776,5.572,21,59,3.348,3
2022-05-20,15:47:05,40TWL4,305,511,6.498,25,68,2.17,3
2022-05-20,15:47:10,40TWL4,691,560,6.351,40,44,2.354,3
2022-05-20,15:47:15,40TWL4,414,610,5.978,31,61,2.537,3
2022-05-20,15:47:20,40TWL4,493,457,6.074,40,40,2.96,3
2022-05-20,15:47:25,40TWL4,436,531,5.671,35,9,3.024,3
2022-05-20,15:47:30,40TWL4,344,642,6.01,33,64,2.056,3
2022-05-20,15:47:35,40TWL4,510,702,5.602,24,3,2.635,3
2022-05-20,15:47:40,40TWL4,330,496,6.256,25,18,3.248,3
2022-05-20,15:47:45,40TWL4,691,496,6.487,29,7,2.817,3
2022-05-20,15:47:50,40TWL4,587,589,6.074,40,93,2.408,3
2022-05-20,15:47:55,40TWL4,537,533,5.758,38,50,3.276,3
2022-05-20,15:48:00,40TWL4,452,674,5.649,24,14,2.902,3
2022-05-20,15:48:05,40TWL4,344,454,5.555,30,57,2.362,3
2022-05-20,15:48:10,40TWL4,613,418,6.343,37,9,3.301,3
2022-05-20,15:48:15,40TWL4,384,550,5.573,30,72,2.908,3
2022-05-20,15:48:20,40TWL4,434,618,6.239,21,32,3.031,3
2022-05-20,15:48:25,40TWL4,495,674,6.337,26,86,3.002,3
2022-05-20,15:48:30,40TWL4,627,658,5.597,26,42,3.051,3
2022-05-20,15:48:35,40TWL4,400,650,6.074,35,45,3.18,3
2022-05-20,15:48:40,40TWL4,486,637,6.114,27,89,2.475,3
2022-05-20,15:48:45,40TWL4,606,452,6.479,32,52,2.719,3
2022-05-20,15:48:50,40TWL4,590,562,6.096,38,68,2.877,3
2022-05-20,15:48:55,40TWL4,361,462,6.399,34,40,2.55,3
2022-05-20,15:49:00,40TWL4,369,480,6.023,29,39,3.453,3
2022-05-20,15:49:05,40TWL4,625,600,5.857,38,12,3.396,3
2022-05-20,15:49:10,40TWL4,498,428,5.74,23,8,2.2,3
2022-05-20,15:49:15,40TWL4,386,410,6.336,27,57,3.136,3
2022-05-20,15:49:20,40TWL4,514,479,6.047,26,0,2.006,3
2022-05-20,15:49:25,40TWL4,645,481,5.965,40,75,2.643,3
2022-05-20,15:49:30,40TWL4,520,724,5.798,38,83,2.871,3
2022-05-20,15:49:35,40TWL4,303,587,5.748,30,82,3.375,3
2022-05-20,15:49:40,40TWL4,464,411,5.835,34,32,2.168,3
2022-05-20,15:49:45,40TWL4,619,635,5.806,21,81,3.24,3
2022-05-20,15:49:50,40TWL4,461,753,5.588,23,7,2.581,3
2022-05-20,15:49:55,40TWL4,648,552,6.365,32,96,2.612,3
2022-05-20,15:50:00,40TWL4,506,542,5.526,35,27,2.074,3
2022-05-20,15:50:05,40TWL4,510,662,5.628,38,94,3.22,3
2022-05-20,15:50:10,40TWL4,475,698,6.243,26,53,3.396,3
2022-05-20,15:50:15,40TWL4,652,419,5.91,27,44,2.303,3
2022-05-20,15:50:20,40TWL4,310,677,5.52,28,83,2.857,3
2022-05-20,15:50:25,40TWL4,313,730,5.537,29,95,2.029,3
2022-05-20,15:50:30,40TWL4,519,479,5.612,30,11,2.232,3
2022-05-20,15:50:35,40TWL4,437,678,5.824,29,58,3.145,3
2022-05-20,15:50:40,40TWL4,376,797,6.412,29,60,3.48,3
2022-05-20,15:50:45,40TWL4,580,436,6.093,34,77,2.942,3
2022-05-20,15:50:50,40TWL4,647,743,6.208,23,82,3.115,3
2022-05-20,15:50:55,40TWL4,685,525,6.489,20,93,2.322,3
2022-05-20,15:51:00,40TWL4,483,732,6.325,30,46,2.689,3
2022-05-20,15:51:05,40TWL4,567,406,6.492,24,18,2.787,3
2022-05-20,15:51:10,40TWL4,581,741,6.104,26,6,2.108,3
2022-05-20,15:51:15,40TWL4,504,421,6.002,35,26,2.348,3
2022-05-20,15:51:20,40TWL4,376,581,6.401,32,31,3.116,3
2022-05-20,15:51:25,40TWL4,323,632,5.776,40,30,2.507,3
2022-05-20,15:51:30,40TWL4,522,618,5.906,35,64,2.484,3
2022-05-20,15:51:35,40TWL4,613,800,6.206,40,1,2.213,3
2022-05-20,15:51:40,40TWL4,534,713,5.7,39,69,2.535,3
2022-05-20,15:51:45,40TWL4,319,728,5.555,31,25,3.459,3
2022-05-20,15:51:50,40TWL4,390,469,5.65,26,91,3.228,3
2022-05-20,15:51:55,40TWL4,649,799,6.254,30,63,3.342,3
2022-05-20,15:52:00,40TWL4,319,537,5.54,34,40,2.026,3
2022-05-20,15:52:05,40TWL4,573,475,5.609,21,31,3.218,3
2022-05-20,15:52:10,40TWL4,499,460,5.574,25,91,3.465,3
2022-05-20,15:52:15,40TWL4,447,428,5.639,25,78,3.028,3
2022-05-20,15:52:20,40TWL4,313,464,5.76,24,23,2.116,3
2022-05-20,15:52:25,40TWL4,477,740,5.737,39,19,2.946,3
2022-05-20,15:52:30,40TWL4,318,486,6.182,40,37,2.077,3
2022-05-20,15:52:35,40TWL4,374,457,5.621,35,39,2.993,3
2022-05-20,15:52:40,40TWL4,582,422,6.314,28,34,2.028,3
2022-05-20,15:52:45,40TWL4,372,597,6.064,34,63,3.045,3
2022-05-20,15:52:50,40TWL4,523,545,5.573,20,46,2.974,3
2022-05-20,15:52:55,40TWL4,635,419,5.725,28,14,3.154,3
2022-05-20,15:53:00,40TWL4,389,458,6.151,40,42,2.682,3
