Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,14:20:45,40TWL4,815,887,6.036,26,72,2.76,2
2022-05-20,14:20:50,40TWL4,879,840,6.094,37,55,3.445,2
2022-05-20,14:20:55,40TWL4,976,812,6.097,30,77,3.021,2
2022-05-20,14:21:00,40TWL4,833,958,5.669,25,85,2.944,2
2022-05-20,14:21:05,40TWL4,990,899,5.826,37,42,2.06,2
2022-05-20,14:21:10,40TWL4,907,934,6.252,23,64,3.271,2
2022-05-20,14:21:15,40TWL4,853,983,6.451,38,4,3.498,2
2022-05-20,14:21:20,40TWL4,736,963,5.635,20,60,3.233,2
2022-05-20,14:21:25,40TWL4,847,885,5.844,40,55,2.986,2
2022-05-20,14:21:30,40TWL4,815,959,5.863,25,36,2.895,2
2022-05-20,14:21:35,40TWL4,877,836,6.275,35,19,2.187,2
2022-05-20,14:21:40,40TWL4,919,924,6.396,32,71,3.365,2
2022-05-20,14:21:45,40TWL4,899,953,6.11,40,77,2.4,2
2022-05-20,14:21:50,40TWL4,762,953,6.399,33,34,3.079,2
2022-05-20,14:21:55,40TWL4,981,892,5.888,40,66,2.036,2
2022-05-20,14:22:00,40TWL4,969,830,5.827,37,1,2.844,2
2022-05-20,14:22:05,40TWL4,885,915,6.291,27,73,3.499,2
2022-05-20,14:22:10,40TWL4,779,880,6.177,22,12,3.107,2
2022-05-20,14:22:15,40TWL4,964,981,5.781,22,39,2.104,2
2022-05-20,14:22:20,40TWL4,923,950,6.175,26,69,2.253,2
2022-05-20,14:22:25,40TWL4,840,842,6.151,24,50,3.059,2
2022-05-20,14:22:30,40TWL4,973,886,6.432,39,35,2.965,2
2022-05-20,14:22:35,40TWL4,801,911,5.763,27,8,2.149,2
2022-05-20,14:22:40,40TWL4,960,840,6.14,38,49,2.916,2
2022-05-20,14:22:45,40TWL4,791,891,5.976,23,56,3.296,2
2022-05-20,14:22:50,40TWL4,962,994,5.728,20,13,2.298,2
2022-05-20,14:22:55,40TWL4,815,919,6.286,38,83,2.269,2
2022-05-20,14:23:00,40TWL4,704,923,5.751,31,41,3.467,2
2022-05-20,14:23:05,40TWL4,914,904,5.742,35,1,3.24,2
2022-05-20,14:23:10,40TWL4,976,980,6.054,25,32,2.012,2
2022-05-20,14:23:15,40TWL4,767,889,6.092,37,88,2.361,2
2022-05-20,14:23:20,40TWL4,941,934,6.458,36,70,3.116,2
2022-05-20,14:23:25,40TWL4,963,876,5.86,38,69,3.432,2
2022-05-20,14:23:30,40TWL4,984,943,5.578,38,93,2.809,2
2022-05-20,14:23:35,40TWL4,834,862,6.197,38,51,2.944,2
2022-05-20,14:23:40,40TWL4,990,866,5.974,30,25,2.773,2
2022-05-20,14:23:45,40TWL4,1000,916,5.817,27,64,3.104,2
2022-05-20,14:23:50,40TWL4,911,881,6.39,39,76,2.669,2
2022-05-20,14:23:55,40TWL4,788,819,5.573,20,22,3.295,2
2022-05-20,14:24:00,40TWL4,769,861,5.859,40,24,3.485,2
2022-05-20,14:24:05,40TWL4,978,870,6.102,35,11,2.289,2
2022-05-20,14:24:10,40TWL4,905,832,6.299,39,12,2.978,2
2022-05-20,14:24:15,40TWL4,926,821,6.059,31,69,2.895,2
2022-05-20,14:24:20,40TWL4,714,933,6.036,40,16,2.607,2
2022-05-20,14:24:25,40TWL4,927,826,5.64,33,26,2.9,2
2022-05-20,14:24:30,40TWL4,999,957,5.732,37,19,3.262,2
2022-05-20,14:24:35,40TWL4,944,942,6.124,34,90,3.465,2
2022-05-20,14:24:40,40TWL4,819,824,6.273,27,36,2.032,2
2022-05-20,14:24:45,40TWL4,746,869,5.682,33,31,2.092,2
2022-05-20,14:24:50,40TWL4,822,997,5.839,28,90,2.516,2
2022-05-20,14:24:55,40TWL4,901,894,6.195,36,67,2.802,2
2022-05-20,14:25:00,40TWL4,926,910,5.541,35,17,2.48,2
2022-05-20,14:25:05,40TWL4,897,811,6.493,37,100,2.399,2
2022-05-20,14:25:10,40TWL4,960,949,5.773,21,39,3.036,2
2022-05-20,14:25:15,40TWL4,889,915,6.088,25,48,3.094,2
2022-05-20,14:25:20,40TWL4,925,886,6.315,20,73,2.428,2
2022-05-20,14:25:25,40TWL4,760,817,5.761,27,32,2.874,2
2022-05-20,14:25:30,40TWL4,715,843,6.237,25,73,3.106,2
2022-05-20,14:25:35,40TWL4,878,989,6.003,38,9,3.064,2
2022-05-20,14:25:40,40TWL4,772,973,6.307,29,23,2.057,2
2022-05-20,14:25:45,40TWL4,866,951,5.921,33,53,3.133,2
2022-05-20,14:25:50,40TWL4,778,972,5.517,36,24,2.285,2
2022-05-20,14:25:55,40TWL4,827,880,6.361,29,22,2.666,2
2022-05-20,14:26:00,40TWL4,862,820,5.519,22,38,2.175,2
2022-05-20,14:26:05,40TWL4,770,877,5.89,25,51,2.001,2
2022-05-20,14:26:10,40TWL4,983,847,6.195,32,51,3.369,2
2022-05-20,14:26:15,40TWL4,905,963,5.549,29,33,3.349,2
2022-05-20,14:26:20,40TWL4,778,814,6.435,26,72,2.367,2
2022-05-20,14:26:25,40TWL4,734,905,5.664,25,94,2.825,2
2022-05-20,14:26:30,40TWL4,944,916,6.057,30,73,2.305,2
2022-05-20,14:26:35,40TWL4,977,958,5.649,21,26,3.467,2
2022-05-20,14:26:40,40TWL4,732,877,6.14,28,17,3.312,2
2022-05-20,14:26:45,40TWL4,765,908,5.81,34,76,2.911,2
2022-05-20,14:26:50,40TWL4,743,846,6.121,22,2,2.856,2
2022-05-20,14:26:55,40TWL4,823,841,6.088,32,84,2.318,2
2022-05-20,14:27:00,40TWL4,917,847,6.281,32,46,2.077,2
2022-05-20,14:27:05,40TWL4,708,928,6.408,36,13,3.375,2
2022-05-20,14:27:10,40TWL4,960,979,6.18,22,70,2.119,2
2022-05-20,14:27:15,40TWL4,852,827,6.384,34,56,2.212,2
2022-05-20,14:27:20,40TWL4,790,899,5.51,24,59,3.233,2
2022-05-20,14:27:25,40TWL4,993,842,6.485,22,9,2.175,2
2022-05-20,14:27:30,40TWL4,995,863,5.523,29,25,3.313,2
2022-05-20,14:27:35,40TWL4,801,993,5.861,34,69,3.306,2
2022-05-20,14:27:40,40TWL4,808,962,5.931,24,91,2.171,2
2022-05-20,14:27:45,40TWL4,768,835,5.966,40,62,3.103,2
2022-05-20,14:27:50,40TWL4,701,882,5.979,27,49,2.549,2
2022-05-20,14:27:55,40TWL4,767,904,5.534,32,40,3.222,2
2022-05-20,14:28:00,40TWL4,880,994,6.357,33,42,2.407,2
2022-05-20,14:28:05,40TWL4,746,903,5.534,30,23,2.322,2
2022-05-20,14:28:10,40TWL4,771,897,5.946,34,16,2.829,2
2022-05-20,14:28:15,40TWL4,890,802,6.243,23,73,3.441,2
2022-05-20,14:28:20,40TWL4,819,869,5.872,39,50,2.305,2
2022-05-20,14:28:25,40TWL4,706,993,6.206,37,90,2.074,2
2022-05-20,14:28:30,40TWL4,977,841,5.564,29,74,2.077,2
2022-05-20,14:28:35,40TWL4,856,811,6.121,38,49,2.562,2
2022-05-20,14:28:40,40TWL4,716,964,6.062,32,4,3.181,2
2022-05-20,14:28:45,40TWL4,939,867,6.344,32,10,3.45,2
2022-05-20,14:28:50,40TWL4,749,822,6.432,20,63,2.423,2
2022-05-20,14:28:55,40TWL4,877,902,6.056,37,80,2.783,2
2022-05-20,14:29:00,40TWL4,812,905,5.95,29,73,2.833,2
2022-05-20,14:29:05,40TWL4,950,993,6.376,20,84,2.177,2
2022-05-20,14:29:10,40TWL4,877,982,5.704,30,34,2.682,2
2022-05-20,14:29:15,40TWL4,876,916,6.159,35,16,3.147,2
2022-05-20,14:29:20,40TWL4,808,846,6.318,34,92,2.734,2
2022-05-20,14:29:25,40TWL4,745,984,5.572,28,97,2.027,2
2022-05-20,14:29:30,40TWL4,794,921,5.502,20,61,3.446,2
2022-05-20,14:29:35,40TWL4,1000,876,6.041,26,17,2.446,2
2022-05-20,14:29:40,40TWL4,760,830,5.672,33,6,2.818,2
2022-05-20,14:29:45,40TWL4,730,971,6.065,35,9,3.162,2
2022-05-20,14:29:50,40TWL4,929,991,5.823,26,87,3.185,2
2022-05-20,14:29:55,40TWL4,865,886,6.174,28,8,2.756,2
2022-05-20,14:30:00,40TWL4,716,927,5.955,30,50,3.225,2
2022-05-20,14:30:05,40TWL4,981,811,5.79,37,90,2.674,2
2022-05-20,14:30:10,40TWL4,838,995,6.14,20,84,2.717,2
2022-05-20,14:30:15,40TWL4,773,904,5.791,30,25,2.868,2
2022-05-20,14:30:20,40TWL4,748,805,5.999,27,66,2.063,2
2022-05-20,14:30:25,40TWL4,755,976,5.599,40,41,2.801,2
2022-05-20,14:30:30,40TWL4,761,998,5.538,23,30,3.251,2
2022-05-20,14:30:35,40TWL4,902,918,6.196,20,59,3.298,2
