Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,11:34:05,40TWL4,993,689,6.268,31,98,2.248,0
2022-05-20,11:34:10,40TWL4,735,462,6.044,27,46,2.887,0
2022-05-20,11:34:15,40TWL4,750,778,5.599,38,53,2.953,0
2022-05-20,11:34:20,40TWL4,934,491,6.09,38,45,2.114,0
2022-05-20,11:34:25,40TWL4,769,754,6.253,28,27,3.499,0
2022-05-20,11:34:30,40TWL4,835,541,6.234,24,50,3.355,0
2022-05-20,11:34:35,40TWL4,714,491,6.372,40,47,3.364,0
2022-05-20,11:34:40,40TWL4,856,564,6.18,40,87,2.725,0
2022-05-20,11:34:45,40TWL4,877,749,6.355,36,7,2.923,0
2022-05-20,11:34:50,40TWL4,751,478,5.953,26,52,3.003,0
2022-05-20,11:34:55,40TWL4,763,430,6.016,27,48,2.114,0
2022-05-20,11:35:00,40TWL4,988,472,6.359,29,45,3.289,0
2022-05-20,11:35:05,40TWL4,887,735,6.263,33,46,2.525,0
2022-05-20,11:35:10,40TWL4,757,504,6.36,20,46,2.303,0
2022-05-20,11:35:15,40TWL4,942,710,6.304,26,82,2.799,0
2022-05-20,11:35:20,40TWL4,985,404,6.435,33,50,3.041,0
2022-05-20,11:35:25,40TWL4,779,522,6.184,39,32,3.385,0
2022-05-20,11:35:30,40TWL4,871,513,6.26,30,25,2.858,0
2022-05-20,11:35:35,40TWL4,1000,539,5.574,28,25,2.408,0
2022-05-20,11:35:40,40TWL4,995,789,5.561,22,28,2.657,0
2022-05-20,11:35:45,40TWL4,855,756,6.108,20,43,2.801,0
2022-05-20,11:35:50,40TWL4,888,489,6.008,34,10,3.188,0
2022-05-20,11:35:55,40TWL4,840,627,6.323,35,58,2.342,0
2022-05-20,11:36:00,40TWL4,888,473,6.098,38,5,2.04,0
2022-05-20,11:36:05,40TWL4,898,485,5.929,26,19,2.505,0
2022-05-20,11:36:10,40TWL4,876,780,5.917,28,55,3.252,0
2022-05-20,11:36:15,40TWL4,922,471,5.676,26,72,2.44,0
2022-05-20,11:36:20,40TWL4,725,562,5.71,37,31,2.014,0
2022-05-20,11:36:25,40TWL4,776,689,6.296,20,65,2.84,0
2022-05-20,11:36:30,40TWL4,891,408,6.274,24,25,2.946,0
2022-05-20,11:36:35,40TWL4,745,728,5.876,37,33,3.315,0
2022-05-20,11:36:40,40TWL4,887,765,6.27,27,11,2.899,0
2022-05-20,11:36:45,40TWL4,970,547,5.731,22,53,2.589,0
2022-05-20,11:36:50,40TWL4,908,472,6.219,27,50,2.245,0
2022-05-20,11:36:55,40TWL4,905,622,5.68,21,36,2.492,0
2022-05-20,11:37:00,40TWL4,735,504,6.461,29,67,2.8,0
