Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,05:37:25,40TWL4,843,870,7.968,22,92,2.654,13
2022-05-20,05:37:30,40TWL4,970,944,6.911,30,23,2.684,13
2022-05-20,05:37:35,40TWL4,976,995,6.929,35,74,2.259,13
2022-05-20,05:37:40,40TWL4,813,925,6.714,32,43,2.524,13
2022-05-20,05:37:45,40TWL4,919,895,7.332,26,14,2.94,13
2022-05-20,05:37:50,40TWL4,816,870,6.75,38,51,3.009,13
2022-05-20,05:37:55,40TWL4,867,840,6.851,39,52,3.074,13
2022-05-20,05:38:00,40TWL4,788,958,6.75,35,36,2.577,13
2022-05-20,05:38:05,40TWL4,824,853,7.34,37,20,3.062,13
2022-05-20,05:38:10,40TWL4,994,900,7.532,21,20,3.454,13
2022-05-20,05:38:15,40TWL4,826,867,7.352,20,91,2.7,13
2022-05-20,05:38:20,40TWL4,775,811,7.337,29,2,3.484,13
2022-05-20,05:38:25,40TWL4,976,973,7.157,33,43,3.108,13
2022-05-20,05:38:30,40TWL4,907,934,7.014,24,51,3.366,13
2022-05-20,05:38:35,40TWL4,813,960,7.646,30,97,3.083,13
2022-05-20,05:38:40,40TWL4,702,892,6.785,40,53,2.217,13
2022-05-20,05:38:45,40TWL4,922,874,6.902,33,90,2.291,13
2022-05-20,05:38:50,40TWL4,951,882,6.585,40,48,2.128,13
2022-05-20,05:38:55,40TWL4,844,887,7.945,31,87,2.746,13
2022-05-20,05:39:00,40TWL4,985,865,7.693,27,98,2.394,13
2022-05-20,05:39:05,40TWL4,975,936,7.253,30,85,2.993,13
2022-05-20,05:39:10,40TWL4,944,888,7.065,20,30,2.967,13
2022-05-20,05:39:15,40TWL4,806,828,7.412,40,33,2.241,13
2022-05-20,05:39:20,40TWL4,720,879,7.378,20,44,3.227,13
2022-05-20,05:39:25,40TWL4,962,806,7.455,36,81,2.037,13
2022-05-20,05:39:30,40TWL4,774,901,7.694,28,26,2.104,13
2022-05-20,05:39:35,40TWL4,924,961,7.645,26,88,3.101,13
2022-05-20,05:39:40,40TWL4,715,912,7.635,26,61,2.159,13
2022-05-20,05:39:45,40TWL4,897,971,7.818,31,51,2.856,13
2022-05-20,05:39:50,40TWL4,945,800,7.055,34,100,3.297,13
2022-05-20,05:39:55,40TWL4,706,940,7.682,35,6,3.195,13
2022-05-20,05:40:00,40TWL4,828,886,7.814,24,89,2.837,13
2022-05-20,05:40:05,40TWL4,931,857,6.987,26,83,3.191,13
2022-05-20,05:40:10,40TWL4,728,865,7.61,33,7,2.343,13
2022-05-20,05:40:15,40TWL4,872,828,7.152,20,10,3.147,13
2022-05-20,05:40:20,40TWL4,941,912,7.541,20,84,2.218,13
