Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,02:50:45,40TWL4,500,906,5.521,29,63,2.051,11
2022-05-20,02:50:50,40TWL4,554,928,6.485,27,27,2.438,11
2022-05-20,02:50:55,40TWL4,583,925,5.582,25,20,2.837,11
2022-05-20,02:51:00,40TWL4,463,918,6.131,36,18,2.109,11
2022-05-20,02:51:05,40TWL4,650,903,5.545,37,75,2.203,11
2022-05-20,02:51:10,40TWL4,413,870,6.457,22,27,3.462,11
2022-05-20,02:51:15,40TWL4,634,800,6.176,32,71,3.415,11
2022-05-20,02:51:20,40TWL4,483,934,6.134,29,58,2.547,11
2022-05-20,02:51:25,40TWL4,544,882,6.202,30,41,2.178,11
2022-05-20,02:51:30,40TWL4,484,878,6.341,35,2,2.063,11
2022-05-20,02:51:35,40TWL4,694,842,6.424,40,71,2.896,11
2022-05-20,02:51:40,40TWL4,435,946,6.482,26,36,2.86,11
2022-05-20,02:51:45,40TWL4,496,865,5.663,35,35,2.27,11
2022-05-20,02:51:50,40TWL4,618,818,6.193,34,25,2.439,11
2022-05-20,02:51:55,40TWL4,628,853,6.149,22,19,2.169,11
2022-05-20,02:52:00,40TWL4,648,812,5.881,33,70,2.99,11
2022-05-20,02:52:05,40TWL4,305,827,6.288,30,62,3.252,11
2022-05-20,02:52:10,40TWL4,589,936,5.57,34,42,2.029,11
2022-05-20,02:52:15,40TWL4,358,880,5.953,34,32,3.049,11
2022-05-20,02:52:20,40TWL4,437,929,6.276,31,77,2.999,11
2022-05-20,02:52:25,40TWL4,571,861,6.052,29,16,3.312,11
2022-05-20,02:52:30,40TWL4,343,860,6.25,24,52,2.51,11
2022-05-20,02:52:35,40TWL4,332,943,6.326,24,4,3.135,11
2022-05-20,02:52:40,40TWL4,504,956,5.663,26,80,3.143,11
2022-05-20,02:52:45,40TWL4,627,902,6.187,28,48,2.747,11
2022-05-20,02:52:50,40TWL4,649,923,6.123,40,83,2.358,11
2022-05-20,02:52:55,40TWL4,661,985,5.796,35,34,2.473,11
2022-05-20,02:53:00,40TWL4,558,870,5.545,20,6,2.805,11
2022-05-20,02:53:05,40TWL4,580,948,6.244,21,66,2.518,11
2022-05-20,02:53:10,40TWL4,466,882,6.201,28,23,2.455,11
2022-05-20,02:53:15,40TWL4,558,995,5.836,38,28,2.685,11
2022-05-20,02:53:20,40TWL4,301,886,6.32,22,65,2.116,11
2022-05-20,02:53:25,40TWL4,567,997,6.046,32,86,2.742,11
2022-05-20,02:53:30,40TWL4,472,881,5.852,20,41,2.791,11
2022-05-20,02:53:35,40TWL4,543,887,6.124,38,30,2.9,11
2022-05-20,02:53:40,40TWL4,418,939,6.32,25,16,3.384,11
2022-05-20,02:53:45,40TWL4,636,833,5.924,32,0,3.116,11
2022-05-20,02:53:50,40TWL4,504,902,6.26,36,25,2.398,11
2022-05-20,02:53:55,40TWL4,550,941,6.036,34,64,3.406,11
2022-05-20,02:54:00,40TWL4,422,907,6.474,40,53,2.901,11
2022-05-20,02:54:05,40TWL4,541,858,5.789,21,18,3.254,11
2022-05-20,02:54:10,40TWL4,465,872,5.932,32,97,2.121,11
2022-05-20,02:54:15,40TWL4,403,877,6.07,32,89,2.904,11
2022-05-20,02:54:20,40TWL4,463,955,6.112,40,56,2.661,11
2022-05-20,02:54:25,40TWL4,597,831,6.09,39,78,3.487,11
2022-05-20,02:54:30,40TWL4,510,908,6.093,30,30,3.454,11
2022-05-20,02:54:35,40TWL4,380,931,5.756,36,75,2.425,11
2022-05-20,02:54:40,40TWL4,700,966,6.432,39,37,2.856,11
2022-05-20,02:54:45,40TWL4,400,1000,6.161,22,32,2.419,11
2022-05-20,02:54:50,40TWL4,418,824,5.609,34,25,2.132,11
2022-05-20,02:54:55,40TWL4,371,863,5.713,30,92,2.073,11
2022-05-20,02:55:00,40TWL4,594,993,5.887,22,15,2.525,11
2022-05-20,02:55:05,40TWL4,334,808,6.228,39,46,2.388,11
2022-05-20,02:55:10,40TWL4,662,997,5.915,30,2,3.219,11
2022-05-20,02:55:15,40TWL4,655,910,5.664,40,86,2.236,11
2022-05-20,02:55:20,40TWL4,692,911,6.106,34,30,3.181,11
2022-05-20,02:55:25,40TWL4,479,938,6.204,20,4,2.595,11
2022-05-20,02:55:30,40TWL4,354,813,6.272,29,25,2.432,11
2022-05-20,02:55:35,40TWL4,394,902,6.066,22,99,2.715,11
2022-05-20,02:55:40,40TWL4,666,926,6.342,39,40,3.396,11
2022-05-20,02:55:45,40TWL4,630,924,5.939,21,79,2.31,11
2022-05-20,02:55:50,40TWL4,523,940,5.925,27,38,2.437,11
2022-05-20,02:55:55,40TWL4,612,972,6.235,23,69,3.476,11
2022-05-20,02:56:00,40TWL4,470,857,6.06,33,48,2.656,11
2022-05-20,02:56:05,40TWL4,391,805,6.309,35,71,2.334,11
2022-05-20,02:56:10,40TWL4,367,891,6.097,36,19,2.581,11
2022-05-20,02:56:15,40TWL4,660,891,5.766,27,98,2.46,11
2022-05-20,02:56:20,40TWL4,555,913,5.827,31,5,2.068,11
2022-05-20,02:56:25,40TWL4,396,923,5.781,39,67,2.722,11
2022-05-20,02:56:30,40TWL4,436,883,5.97,28,58,2.966,11
2022-05-20,02:56:35,40TWL4,458,803,6.201,38,77,3.12,11
2022-05-20,02:56:40,40TWL4,473,871,6.331,40,38,2.616,11
2022-05-20,02:56:45,40TWL4,685,924,6.253,40,33,3.301,11
2022-05-20,02:56:50,40TWL4,583,880,6.418,39,65,2.923,11
2022-05-20,02:56:55,40TWL4,653,826,5.75,35,43,2.985,11
2022-05-20,02:57:00,40TWL4,312,941,5.522,40,12,2.027,11
2022-05-20,02:57:05,40TWL4,635,907,5.515,35,74,3.085,11
2022-05-20,02:57:10,40TWL4,409,882,5.607,25,71,3.272,11
2022-05-20,02:57:15,40TWL4,508,994,6.296,39,50,3.272,11
2022-05-20,02:57:20,40TWL4,476,875,6.321,30,64,2.968,11
2022-05-20,02:57:25,40TWL4,489,919,6.092,30,19,2.614,11
2022-05-20,02:57:30,40TWL4,303,826,6.034,23,19,2.86,11
2022-05-20,02:57:35,40TWL4,347,936,6.403,21,31,3.238,11
2022-05-20,02:57:40,40TWL4,531,839,6.155,25,66,2.477,11
2022-05-20,02:57:45,40TWL4,477,897,5.889,22,84,2.551,11
2022-05-20,02:57:50,40TWL4,505,959,5.688,24,88,3.357,11
2022-05-20,02:57:55,40TWL4,303,920,5.617,29,35,2.727,11
2022-05-20,02:58:00,40TWL4,516,981,6.171,33,75,3.461,11
