Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,21:17:25,40TWL4,1232,636,4.327,24,25,2.308,7
2022-05-20,21:17:30,40TWL4,1497,401,5.28,24,78,2.726,7
2022-05-20,21:17:35,40TWL4,1253,568,5.032,39,78,2.839,7
2022-05-20,21:17:40,40TWL4,1450,566,5.481,27,58,3.326,7
2022-05-20,21:17:45,40TWL4,1328,670,4.294,31,16,3.322,7
2022-05-20,21:17:50,40TWL4,1040,421,4.833,24,97,2.356,7
2022-05-20,21:17:55,40TWL4,1413,694,4.156,40,70,2.645,7
2022-05-20,21:18:00,40TWL4,1134,726,4.557,35,7,3.416,7
2022-05-20,21:18:05,40TWL4,1328,544,5.198,37,11,2.91,7
2022-05-20,21:18:10,40TWL4,1465,429,4.221,39,26,2.281,7
2022-05-20,21:18:15,40TWL4,1107,756,4.529,35,86,2.584,7
2022-05-20,21:18:20,40TWL4,1247,576,4.461,30,39,3.361,7
2022-05-20,21:18:25,40TWL4,1493,629,5.183,39,29,2.653,7
2022-05-20,21:18:30,40TWL4,1102,765,4.587,34,83,2.519,7
2022-05-20,21:18:35,40TWL4,1040,466,4.6,28,21,2.875,7
2022-05-20,21:18:40,40TWL4,1454,591,4.445,22,44,3.16,7
2022-05-20,21:18:45,40TWL4,1288,647,5.271,20,100,2.78,7
2022-05-20,21:18:50,40TWL4,1286,559,5.249,32,9,2.625,7
2022-05-20,21:18:55,40TWL4,1342,510,5.022,26,31,3.122,7
2022-05-20,21:19:00,40TWL4,1257,727,5.352,36,8,3.457,7
2022-05-20,21:19:05,40TWL4,1019,696,4.148,31,35,3.081,7
2022-05-20,21:19:10,40TWL4,1444,604,5.415,32,13,3.381,7
2022-05-20,21:19:15,40TWL4,1294,558,4.044,29,47,2.172,7
2022-05-20,21:19:20,40TWL4,1324,719,4.708,29,33,2.705,7
2022-05-20,21:19:25,40TWL4,1146,450,4.819,38,90,2.127,7
2022-05-20,21:19:30,40TWL4,1436,498,4.738,37,34,2.943,7
2022-05-20,21:19:35,40TWL4,1118,420,4.994,34,77,2.699,7
2022-05-20,21:19:40,40TWL4,1276,619,4.777,22,47,2.347,7
2022-05-20,21:19:45,40TWL4,1368,750,4.307,32,87,2.902,7
2022-05-20,21:19:50,40TWL4,1014,603,4.473,20,14,2.837,7
2022-05-20,21:19:55,40TWL4,1056,782,4.433,29,3,3.303,7
2022-05-20,21:20:00,40TWL4,1079,557,4.536,27,35,2.28,7
2022-05-20,21:20:05,40TWL4,1329,652,5.157,24,36,2.879,7
2022-05-20,21:20:10,40TWL4,1095,697,5.263,37,38,2.107,7
2022-05-20,21:20:15,40TWL4,1369,470,4.863,37,56,2.335,7
2022-05-20,21:20:20,40TWL4,1313,797,4.454,26,22,2.902,7
2022-05-20,21:20:25,40TWL4,1432,467,4.228,31,45,2.892,7
2022-05-20,21:20:30,40TWL4,1486,642,5.17,29,82,3.312,7
2022-05-20,21:20:35,40TWL4,1206,738,4.205,28,29,2.07,7
2022-05-20,21:20:40,40TWL4,1308,674,4.766,35,52,3.442,7
2022-05-20,21:20:45,40TWL4,1490,465,4.811,24,55,2.497,7
2022-05-20,21:20:50,40TWL4,1158,408,5.385,26,24,2.494,7
2022-05-20,21:20:55,40TWL4,1474,404,4.219,22,77,3.094,7
2022-05-20,21:21:00,40TWL4,1290,467,4.253,32,39,2.459,7
2022-05-20,21:21:05,40TWL4,1045,536,4.199,26,35,2.045,7
2022-05-20,21:21:10,40TWL4,1390,761,5.127,30,97,2.713,7
2022-05-20,21:21:15,40TWL4,1345,765,5.097,22,20,2.941,7
2022-05-20,21:21:20,40TWL4,1021,610,5.132,20,27,2.772,7
2022-05-20,21:21:25,40TWL4,1131,503,5.095,31,58,2.453,7
2022-05-20,21:21:30,40TWL4,1458,748,4.659,34,88,2.57,7
2022-05-20,21:21:35,40TWL4,1337,614,4.138,36,30,2.95,7
2022-05-20,21:21:40,40TWL4,1042,784,5.342,32,16,3.197,7
2022-05-20,21:21:45,40TWL4,1467,764,5.376,27,86,2.202,7
2022-05-20,21:21:50,40TWL4,1444,400,4.549,36,26,2.615,7
2022-05-20,21:21:55,40TWL4,1048,548,4.04,23,28,2.247,7
2022-05-20,21:22:00,40TWL4,1440,708,4.794,33,38,2.572,7
2022-05-20,21:22:05,40TWL4,1052,781,4.933,36,60,2.075,7
2022-05-20,21:22:10,40TWL4,1263,600,4.831,34,25,3.02,7
2022-05-20,21:22:15,40TWL4,1395,420,4.197,21,80,3.336,7
2022-05-20,21:22:20,40TWL4,1116,598,4.034,32,25,2.728,7
2022-05-20,21:22:25,40TWL4,1430,638,4.674,33,91,3.412,7
2022-05-20,21:22:30,40TWL4,1185,774,4.112,26,0,3.204,7
2022-05-20,21:22:35,40TWL4,1040,539,5.118,33,68,3.3,7
2022-05-20,21:22:40,40TWL4,1359,516,4.691,32,19,2.931,7
2022-05-20,21:22:45,40TWL4,1014,690,4.773,23,47,3.177,7
2022-05-20,21:22:50,40TWL4,1071,711,4.13,36,12,3.231,7
