Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,07:00:45,40TWL4,674,909,4.626,24,16,2.888,14
2022-05-20,07:00:50,40TWL4,698,818,5.284,27,34,2.584,14
2022-05-20,07:00:55,40TWL4,472,813,5.228,32,16,3.166,14
2022-05-20,07:01:00,40TWL4,315,961,4.719,22,45,3.023,14
2022-05-20,07:01:05,40TWL4,575,814,4.704,37,31,2.07,14
2022-05-20,07:01:10,40TWL4,699,952,4.258,31,98,2.509,14
2022-05-20,07:01:15,40TWL4,536,956,5.259,22,32,3.236,14
2022-05-20,07:01:20,40TWL4,412,846,4.901,32,15,2.191,14
2022-05-20,07:01:25,40TWL4,318,853,4.768,26,33,2.777,14
2022-05-20,07:01:30,40TWL4,533,899,5.213,25,39,3.238,14
2022-05-20,07:01:35,40TWL4,631,884,5.092,30,53,2.032,14
2022-05-20,07:01:40,40TWL4,392,865,4.768,35,34,2.059,14
2022-05-20,07:01:45,40TWL4,470,819,5.382,20,100,2.022,14
2022-05-20,07:01:50,40TWL4,351,885,4.768,23,79,2.793,14
2022-05-20,07:01:55,40TWL4,303,972,5.131,40,37,3.329,14
2022-05-20,07:02:00,40TWL4,686,954,4.161,35,41,3.245,14
2022-05-20,07:02:05,40TWL4,445,951,5.338,29,9,2.178,14
2022-05-20,07:02:10,40TWL4,618,995,5.234,20,61,2.367,14
2022-05-20,07:02:15,40TWL4,664,863,5.018,32,60,2.494,14
2022-05-20,07:02:20,40TWL4,497,929,4.98,36,32,2.277,14
2022-05-20,07:02:25,40TWL4,618,945,5.252,30,36,2.532,14
2022-05-20,07:02:30,40TWL4,443,863,5.002,30,8,2.549,14
2022-05-20,07:02:35,40TWL4,544,804,5.411,32,21,2.393,14
2022-05-20,07:02:40,40TWL4,489,980,5.454,24,50,2.533,14
2022-05-20,07:02:45,40TWL4,622,890,4.103,37,35,2.629,14
2022-05-20,07:02:50,40TWL4,345,955,4.251,26,72,3.002,14
2022-05-20,07:02:55,40TWL4,616,907,4.836,38,39,2.131,14
2022-05-20,07:03:00,40TWL4,401,872,5.423,27,96,3.166,14
2022-05-20,07:03:05,40TWL4,373,821,5.36,21,73,3.352,14
2022-05-20,07:03:10,40TWL4,392,884,5.447,20,29,2.552,14
