Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,22:40:45,40TWL4,1434,751,7.636,23,27,2.906,8
2022-05-20,22:40:50,40TWL4,1177,627,7.11,30,1,3.322,8
2022-05-20,22:40:55,40TWL4,1011,581,6.954,27,70,2.922,8
2022-05-20,22:41:00,40TWL4,1377,769,7.463,39,13,2.753,8
2022-05-20,22:41:05,40TWL4,1436,604,7.978,28,69,2.58,8
2022-05-20,22:41:10,40TWL4,1213,486,7.656,36,62,3.371,8
2022-05-20,22:41:15,40TWL4,1121,692,7.585,39,83,2.779,8
2022-05-20,22:41:20,40TWL4,1131,503,7.795,23,29,3.337,8
2022-05-20,22:41:25,40TWL4,1167,528,7.795,27,4,2.719,8
2022-05-20,22:41:30,40TWL4,1127,638,6.8,39,20,2.589,8
2022-05-20,22:41:35,40TWL4,1310,506,7.816,20,19,2.628,8
2022-05-20,22:41:40,40TWL4,1246,476,6.787,35,47,3.018,8
2022-05-20,22:41:45,40TWL4,1012,593,6.852,35,56,2.203,8
2022-05-20,22:41:50,40TWL4,1122,463,7.423,29,32,2.826,8
2022-05-20,22:41:55,40TWL4,1442,574,7.614,25,97,2.127,8
2022-05-20,22:42:00,40TWL4,1366,772,6.847,23,84,3.066,8
2022-05-20,22:42:05,40TWL4,1399,634,7.271,26,22,3.03,8
2022-05-20,22:42:10,40TWL4,1107,433,7.522,28,1,3.219,8
2022-05-20,22:42:15,40TWL4,1434,635,6.956,39,37,2.358,8
2022-05-20,22:42:20,40TWL4,1074,564,6.969,40,98,3.187,8
2022-05-20,22:42:25,40TWL4,1171,685,6.579,23,37,3.071,8
2022-05-20,22:42:30,40TWL4,1077,692,7.943,27,13,2.835,8
2022-05-20,22:42:35,40TWL4,1136,735,7.754,37,71,3.183,8
2022-05-20,22:42:40,40TWL4,1195,515,7.941,37,90,2.947,8
2022-05-20,22:42:45,40TWL4,1053,419,6.904,40,10,2.89,8
2022-05-20,22:42:50,40TWL4,1227,450,7.183,30,31,3.164,8
2022-05-20,22:42:55,40TWL4,1484,569,6.536,22,9,2.471,8
2022-05-20,22:43:00,40TWL4,1450,736,7.977,37,45,3.124,8
2022-05-20,22:43:05,40TWL4,1447,458,6.919,21,82,2.524,8
2022-05-20,22:43:10,40TWL4,1107,747,6.813,39,90,3.2,8
2022-05-20,22:43:15,40TWL4,1379,731,7.2,25,90,3.178,8
2022-05-20,22:43:20,40TWL4,1312,548,7.872,39,74,2.16,8
2022-05-20,22:43:25,40TWL4,1007,718,6.911,33,61,2.284,8
2022-05-20,22:43:30,40TWL4,1198,436,7.471,32,38,2.352,8
2022-05-20,22:43:35,40TWL4,1058,527,7.182,38,72,2.589,8
2022-05-20,22:43:40,40TWL4,1019,659,7.805,40,54,2.013,8
2022-05-20,22:43:45,40TWL4,1137,711,7.963,24,26,2.18,8
2022-05-20,22:43:50,40TWL4,1495,574,7.994,25,72,2.277,8
2022-05-20,22:43:55,40TWL4,1367,431,7.88,24,61,2.003,8
2022-05-20,22:44:00,40TWL4,1381,532,7.889,35,1,2.309,8
2022-05-20,22:44:05,40TWL4,1331,717,7.771,37,64,3.404,8
2022-05-20,22:44:10,40TWL4,1051,717,7.885,40,90,2.088,8
2022-05-20,22:44:15,40TWL4,1238,727,6.858,39,85,2.853,8
2022-05-20,22:44:20,40TWL4,1050,638,7.711,26,59,2.554,8
2022-05-20,22:44:25,40TWL4,1300,625,6.947,37,12,3.08,8
2022-05-20,22:44:30,40TWL4,1323,755,7.495,24,10,2.797,8
2022-05-20,22:44:35,40TWL4,1314,594,7.583,39,35,2.749,8
2022-05-20,22:44:40,40TWL4,1132,651,7.936,21,40,3.415,8
2022-05-20,22:44:45,40TWL4,1293,693,6.921,39,88,2.112,8
2022-05-20,22:44:50,40TWL4,1160,688,7.904,37,93,3.428,8
2022-05-20,22:44:55,40TWL4,1109,486,6.7,33,78,3.054,8
2022-05-20,22:45:00,40TWL4,1054,685,7.119,30,86,3.372,8
2022-05-20,22:45:05,40TWL4,1408,640,7.488,32,88,2.178,8
2022-05-20,22:45:10,40TWL4,1010,792,6.74,28,74,2.441,8
2022-05-20,22:45:15,40TWL4,1067,623,7.619,31,81,3.434,8
2022-05-20,22:45:20,40TWL4,1272,463,7.604,34,44,2.967,8
2022-05-20,22:45:25,40TWL4,1247,427,7.426,37,59,3.415,8
2022-05-20,22:45:30,40TWL4,1030,524,7.458,24,60,2.864,8
2022-05-20,22:45:35,40TWL4,1435,714,7.431,38,58,2.883,8
2022-05-20,22:45:40,40TWL4,1394,405,6.538,32,92,2.833,8
2022-05-20,22:45:45,40TWL4,1463,736,7.607,33,14,3.37,8
2022-05-20,22:45:50,40TWL4,1342,472,7.368,29,42,2.792,8
2022-05-20,22:45:55,40TWL4,1156,681,7.378,37,4,2.546,8
