Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,01:27:25,40TWL4,1150,881,7.345,26,66,3.341,10
2022-05-20,01:27:30,40TWL4,1034,970,7.957,36,12,2.005,10
2022-05-20,01:27:35,40TWL4,1467,926,7.12,35,75,2.128,10
2022-05-20,01:27:40,40TWL4,1326,869,6.588,39,66,2.942,10
2022-05-20,01:27:45,40TWL4,1030,971,7.231,23,56,2.307,10
2022-05-20,01:27:50,40TWL4,1380,815,7.592,27,10,3.033,10
2022-05-20,01:27:55,40TWL4,1265,891,7.619,20,52,3.444,10
2022-05-20,01:28:00,40TWL4,1113,847,7.24,26,4,2.158,10
2022-05-20,01:28:05,40TWL4,1249,916,6.686,25,88,2.431,10
2022-05-20,01:28:10,40TWL4,1151,966,7.399,25,35,2.133,10
2022-05-20,01:28:15,40TWL4,1450,858,6.572,36,54,2.447,10
2022-05-20,01:28:20,40TWL4,1416,882,6.547,28,42,2.669,10
2022-05-20,01:28:25,40TWL4,1429,931,7.48,21,27,3.049,10
2022-05-20,01:28:30,40TWL4,1376,813,7.623,30,65,3.083,10
2022-05-20,01:28:35,40TWL4,1270,989,7.769,39,18,3.421,10
2022-05-20,01:28:40,40TWL4,1149,939,7.361,31,37,3.448,10
2022-05-20,01:28:45,40TWL4,1416,998,6.77,38,15,3.018,10
2022-05-20,01:28:50,40TWL4,1258,949,6.677,32,44,3.012,10
2022-05-20,01:28:55,40TWL4,1292,953,6.572,38,71,2.424,10
2022-05-20,01:29:00,40TWL4,1001,839,7.909,36,33,3.204,10
2022-05-20,01:29:05,40TWL4,1027,854,7.482,23,15,2.925,10
2022-05-20,01:29:10,40TWL4,1218,963,7.874,24,24,2.472,10
2022-05-20,01:29:15,40TWL4,1281,950,7.342,29,34,2.347,10
2022-05-20,01:29:20,40TWL4,1306,940,6.537,24,83,3.33,10
2022-05-20,01:29:25,40TWL4,1104,844,6.509,25,57,2.187,10
2022-05-20,01:29:30,40TWL4,1003,997,7.74,28,46,2.239,10
2022-05-20,01:29:35,40TWL4,1409,944,7.058,27,7,3.471,10
2022-05-20,01:29:40,40TWL4,1228,850,7.948,20,29,2.299,10
2022-05-20,01:29:45,40TWL4,1455,929,7.991,25,98,2.881,10
2022-05-20,01:29:50,40TWL4,1397,927,6.973,21,11,3.364,10
2022-05-20,01:29:55,40TWL4,1075,898,7.363,22,13,2.022,10
2022-05-20,01:30:00,40TWL4,1075,917,7.044,24,31,2.275,10
2022-05-20,01:30:05,40TWL4,1322,810,7.57,25,24,2.205,10
2022-05-20,01:30:10,40TWL4,1023,884,6.781,32,51,3.078,10
2022-05-20,01:30:15,40TWL4,1109,830,7.138,31,36,2.713,10
2022-05-20,01:30:20,40TWL4,1496,992,7.774,36,54,2.414,10
2022-05-20,01:30:25,40TWL4,1032,986,7.563,36,73,2.47,10
2022-05-20,01:30:30,40TWL4,1482,921,7.173,37,83,2.106,10
2022-05-20,01:30:35,40TWL4,1056,883,7.846,28,13,2.435,10
2022-05-20,01:30:40,40TWL4,1389,942,7.948,39,0,3.453,10
2022-05-20,01:30:45,40TWL4,1285,997,6.881,20,6,2.32,10
2022-05-20,01:30:50,40TWL4,1496,803,7.454,40,99,3.173,10
2022-05-20,01:30:55,40TWL4,1151,992,7.165,27,61,3.325,10
2022-05-20,01:31:00,40TWL4,1385,823,7.907,27,29,3.231,10
2022-05-20,01:31:05,40TWL4,1088,890,6.654,34,62,2.833,10
2022-05-20,01:31:10,40TWL4,1043,838,7.555,23,100,2.303,10
2022-05-20,01:31:15,40TWL4,1146,956,7.629,35,30,2.608,10
2022-05-20,01:31:20,40TWL4,1132,822,7.213,34,68,2.463,10
2022-05-20,01:31:25,40TWL4,1378,876,6.585,31,49,2.715,10
2022-05-20,01:31:30,40TWL4,1130,806,7.171,32,37,2.33,10
2022-05-20,01:31:35,40TWL4,1444,800,7.751,25,67,2.332,10
2022-05-20,01:31:40,40TWL4,1145,927,7.032,25,85,2.175,10
2022-05-20,01:31:45,40TWL4,1367,850,7.624,34,90,2.462,10
2022-05-20,01:31:50,40TWL4,1357,830,7.671,35,42,3.04,10
2022-05-20,01:31:55,40TWL4,1057,952,7.622,20,22,3.396,10
2022-05-20,01:32:00,40TWL4,1405,871,6.855,25,6,2.618,10
2022-05-20,01:32:05,40TWL4,1317,972,7.798,38,31,2.715,10
2022-05-20,01:32:10,40TWL4,1327,921,7.053,25,25,2.968,10
2022-05-20,01:32:15,40TWL4,1311,919,7.098,25,61,3.423,10
2022-05-20,01:32:20,40TWL4,1026,899,6.872,26,12,2.728,10
2022-05-20,01:32:25,40TWL4,1439,919,7.07,37,54,2.411,10
2022-05-20,01:32:30,40TWL4,1136,927,7.513,27,89,2.743,10
2022-05-20,01:32:35,40TWL4,1141,843,7.704,23,95,3.336,10
2022-05-20,01:32:40,40TWL4,1193,941,6.926,35,88,2.546,10
2022-05-20,01:32:45,40TWL4,1189,817,7.346,33,77,3.282,10
2022-05-20,01:32:50,40TWL4,1339,892,6.585,28,24,2.747,10
2022-05-20,01:32:55,40TWL4,1139,959,7.567,29,90,2.351,10
2022-05-20,01:33:00,40TWL4,1159,857,7.756,22,30,3.468,10
2022-05-20,01:33:05,40TWL4,1249,890,7.112,30,98,3.243,10
