Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,00:04:05,40TWL4,1017,997,5.493,39,36,2.233,9
2022-05-20,00:04:10,40TWL4,1257,956,4.803,29,68,2.812,9
2022-05-20,00:04:15,40TWL4,1205,950,5.155,31,61,2.363,9
2022-05-20,00:04:20,40TWL4,1436,843,5.396,26,9,2.971,9
2022-05-20,00:04:25,40TWL4,1064,828,5.167,37,0,3.458,9
2022-05-20,00:04:30,40TWL4,1101,948,5.219,25,36,3.41,9
2022-05-20,00:04:35,40TWL4,1083,868,4.574,24,45,2.065,9
2022-05-20,00:04:40,40TWL4,1252,986,4.381,38,0,2.707,9
2022-05-20,00:04:45,40TWL4,1273,838,5.192,23,9,2.766,9
2022-05-20,00:04:50,40TWL4,1224,810,4.308,36,71,2.593,9
2022-05-20,00:04:55,40TWL4,1060,861,4.236,33,27,2.767,9
2022-05-20,00:05:00,40TWL4,1065,964,5.032,29,72,2.534,9
2022-05-20,00:05:05,40TWL4,1500,951,5.493,22,83,3.462,9
2022-05-20,00:05:10,40TWL4,1324,857,4.122,39,78,3.493,9
2022-05-20,00:05:15,40TWL4,1124,865,5.436,23,82,2.344,9
2022-05-20,00:05:20,40TWL4,1161,943,4.789,20,5,2.554,9
2022-05-20,00:05:25,40TWL4,1201,821,4.477,31,91,3.442,9
2022-05-20,00:05:30,40TWL4,1413,906,4.592,25,42,3.432,9
2022-05-20,00:05:35,40TWL4,1156,940,4.031,21,13,2.712,9
2022-05-20,00:05:40,40TWL4,1345,980,4.732,37,67,3.297,9
2022-05-20,00:05:45,40TWL4,1356,934,4.287,37,37,2.313,9
2022-05-20,00:05:50,40TWL4,1152,863,5.258,30,12,3.263,9
2022-05-20,00:05:55,40TWL4,1130,972,5.031,27,80,2.019,9
2022-05-20,00:06:00,40TWL4,1367,884,5.21,32,23,3.308,9
2022-05-20,00:06:05,40TWL4,1251,831,4.836,39,78,2.878,9
2022-05-20,00:06:10,40TWL4,1249,914,4.872,23,82,3.335,9
2022-05-20,00:06:15,40TWL4,1018,830,4.835,40,32,2.9,9
2022-05-20,00:06:20,40TWL4,1419,901,5.157,39,13,2.213,9
2022-05-20,00:06:25,40TWL4,1263,940,4.133,40,96,2.322,9
2022-05-20,00:06:30,40TWL4,1042,961,4.51,35,51,2.455,9
2022-05-20,00:06:35,40TWL4,1150,931,4.748,31,99,2.855,9
2022-05-20,00:06:40,40TWL4,1411,1000,4.822,32,73,2.921,9
2022-05-20,00:06:45,40TWL4,1308,962,4.824,40,84,2.01,9
2022-05-20,00:06:50,40TWL4,1062,858,5.144,36,7,2.529,9
2022-05-20,00:06:55,40TWL4,1476,876,4.88,36,80,2.206,9
2022-05-20,00:07:00,40TWL4,1109,980,5.279,29,86,2.741,9
2022-05-20,00:07:05,40TWL4,1310,860,4.875,29,68,3.455,9
2022-05-20,00:07:10,40TWL4,1266,852,5.081,35,77,2.97,9
2022-05-20,00:07:15,40TWL4,1443,882,5.359,29,87,3.074,9
2022-05-20,00:07:20,40TWL4,1005,823,4.522,23,95,3.349,9
