Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,01:27:25,GL5AYT,1290,952,6.571,26,35,2.385,10
2022-05-20,01:27:30,GL5AYT,1435,903,6.785,38,16,3.339,10
2022-05-20,01:27:35,GL5AYT,1424,926,6.883,24,75,3.044,10
2022-05-20,01:27:40,GL5AYT,1112,971,7.785,33,75,3.396,10
2022-05-20,01:27:45,GL5AYT,1348,995,6.89,24,30,2.535,10
2022-05-20,01:27:50,GL5AYT,1090,927,7.677,28,6,3.139,10
2022-05-20,01:27:55,GL5AYT,1184,854,7.378,36,43,2.947,10
2022-05-20,01:28:00,GL5AYT,1414,902,7.738,28,63,2.764,10
2022-05-20,01:28:05,GL5AYT,1087,933,7.166,29,51,2.615,10
2022-05-20,01:28:10,GL5AYT,1086,984,7.166,36,28,2.537,10
2022-05-20,01:28:15,GL5AYT,1011,863,7.027,38,26,2.78,10
2022-05-20,01:28:20,GL5AYT,1100,955,6.68,25,15,3.165,10
2022-05-20,01:28:25,GL5AYT,1298,867,7.3,22,94,2.804,10
2022-05-20,01:28:30,GL5AYT,1203,807,7.097,25,71,3.223,10
2022-05-20,01:28:35,GL5AYT,1165,999,7.303,31,24,2.223,10
2022-05-20,01:28:40,GL5AYT,1069,837,6.716,20,22,2.745,10
2022-05-20,01:28:45,GL5AYT,1465,971,7.984,31,65,2.86,10
2022-05-20,01:28:50,GL5AYT,1199,997,6.818,33,91,2.964,10
2022-05-20,01:28:55,GL5AYT,1223,864,6.734,32,27,2.395,10
2022-05-20,01:29:00,GL5AYT,1455,822,6.691,40,59,2.829,10
2022-05-20,01:29:05,GL5AYT,1465,971,7.88,22,19,2.89,10
2022-05-20,01:29:10,GL5AYT,1174,902,6.504,26,27,2.77,10
2022-05-20,01:29:15,GL5AYT,1353,874,6.788,34,88,3.079,10
2022-05-20,01:29:20,GL5AYT,1424,906,6.525,29,73,3.322,10
2022-05-20,01:29:25,GL5AYT,1480,874,7.547,31,41,2.713,10
2022-05-20,01:29:30,GL5AYT,1149,844,7.13,34,37,3.34,10
2022-05-20,01:29:35,GL5AYT,1203,852,6.602,25,93,3.439,10
