Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,14:20:45,GL5AYT,956,883,6.224,35,81,2.192,2
2022-05-20,14:20:50,GL5AYT,957,902,5.592,36,23,3.044,2
2022-05-20,14:20:55,GL5AYT,881,867,5.755,31,28,2.775,2
2022-05-20,14:21:00,GL5AYT,758,839,5.902,35,95,3.206,2
2022-05-20,14:21:05,GL5AYT,717,946,6.137,22,58,2.207,2
2022-05-20,14:21:10,GL5AYT,882,815,6.205,27,24,2.472,2
2022-05-20,14:21:15,GL5AYT,964,927,5.585,37,15,2.345,2
2022-05-20,14:21:20,GL5AYT,922,850,6.274,25,61,2.984,2
2022-05-20,14:21:25,GL5AYT,841,853,5.59,40,49,2.396,2
2022-05-20,14:21:30,GL5AYT,949,829,5.97,35,18,3.433,2
2022-05-20,14:21:35,GL5AYT,826,844,5.965,35,80,3.345,2
2022-05-20,14:21:40,GL5AYT,759,957,5.662,22,8,3.284,2
2022-05-20,14:21:45,GL5AYT,915,993,5.953,22,89,3.436,2
2022-05-20,14:21:50,GL5AYT,961,990,6.431,39,6,2.757,2
2022-05-20,14:21:55,GL5AYT,734,914,5.986,24,81,3.313,2
2022-05-20,14:22:00,GL5AYT,746,910,5.773,39,50,2.463,2
2022-05-20,14:22:05,GL5AYT,864,976,6.384,40,71,3.267,2
2022-05-20,14:22:10,GL5AYT,806,926,6.381,28,19,2.291,2
2022-05-20,14:22:15,GL5AYT,871,932,6.054,34,92,2.913,2
2022-05-20,14:22:20,GL5AYT,917,956,5.949,37,89,2.025,2
2022-05-20,14:22:25,GL5AYT,876,811,5.553,40,11,2.113,2
2022-05-20,14:22:30,GL5AYT,854,871,5.951,29,25,2.808,2
2022-05-20,14:22:35,GL5AYT,930,814,5.749,30,44,2.158,2
2022-05-20,14:22:40,GL5AYT,906,929,5.858,26,7,2.904,2
2022-05-20,14:22:45,GL5AYT,795,983,6.049,36,45,2.25,2
2022-05-20,14:22:50,GL5AYT,819,932,6.438,36,17,3.243,2
2022-05-20,14:22:55,GL5AYT,955,988,6.246,22,62,2.134,2
2022-05-20,14:23:00,GL5AYT,832,986,5.735,29,58,2.078,2
2022-05-20,14:23:05,GL5AYT,725,829,6.257,28,18,3.341,2
2022-05-20,14:23:10,GL5AYT,885,822,5.975,31,36,2.125,2
2022-05-20,14:23:15,GL5AYT,835,929,5.578,29,76,2.649,2
2022-05-20,14:23:20,GL5AYT,850,935,5.921,35,35,2.06,2
2022-05-20,14:23:25,GL5AYT,914,889,6.257,33,75,3.451,2
2022-05-20,14:23:30,GL5AYT,809,991,5.728,36,81,2.667,2
2022-05-20,14:23:35,GL5AYT,746,828,5.741,38,52,3.06,2
2022-05-20,14:23:40,GL5AYT,955,991,5.615,23,100,2.294,2
2022-05-20,14:23:45,GL5AYT,894,848,5.615,29,88,2.774,2
2022-05-20,14:23:50,GL5AYT,758,920,6.006,40,25,3.367,2
2022-05-20,14:23:55,GL5AYT,809,981,5.772,37,61,2.745,2
2022-05-20,14:24:00,GL5AYT,743,921,6.3,24,23,2.176,2
2022-05-20,14:24:05,GL5AYT,944,885,5.822,34,40,2.626,2
2022-05-20,14:24:10,GL5AYT,990,949,5.617,26,40,3.019,2
2022-05-20,14:24:15,GL5AYT,866,881,6.446,38,6,2.067,2
2022-05-20,14:24:20,GL5AYT,772,861,6.325,30,0,2.759,2
2022-05-20,14:24:25,GL5AYT,798,865,6.157,28,21,2.944,2
2022-05-20,14:24:30,GL5AYT,1000,922,5.798,40,21,3.198,2
2022-05-20,14:24:35,GL5AYT,955,967,5.906,23,94,2.508,2
2022-05-20,14:24:40,GL5AYT,720,855,5.824,37,95,2.67,2
2022-05-20,14:24:45,GL5AYT,762,948,5.648,38,72,3.317,2
2022-05-20,14:24:50,GL5AYT,749,834,5.785,20,25,2.119,2
2022-05-20,14:24:55,GL5AYT,746,907,5.862,40,87,3.419,2
2022-05-20,14:25:00,GL5AYT,811,844,5.877,25,19,2.784,2
