Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,02:50:45,GL5AYT,629,903,6.29,27,6,2.747,11
2022-05-20,02:50:50,GL5AYT,428,983,6.5,35,49,3.043,11
2022-05-20,02:50:55,GL5AYT,662,954,5.849,38,16,2.283,11
2022-05-20,02:51:00,GL5AYT,466,962,5.894,27,20,2.53,11
2022-05-20,02:51:05,GL5AYT,690,973,5.666,21,57,3.06,11
2022-05-20,02:51:10,GL5AYT,322,961,5.604,39,72,2.051,11
2022-05-20,02:51:15,GL5AYT,302,801,6.418,25,69,2.925,11
2022-05-20,02:51:20,GL5AYT,568,922,6.167,38,24,2.059,11
2022-05-20,02:51:25,GL5AYT,658,801,6.117,39,77,3.111,11
2022-05-20,02:51:30,GL5AYT,526,867,6.414,32,20,2.581,11
2022-05-20,02:51:35,GL5AYT,694,833,5.577,20,77,2.638,11
2022-05-20,02:51:40,GL5AYT,640,919,5.907,35,40,3.295,11
2022-05-20,02:51:45,GL5AYT,363,811,6.488,22,83,2.277,11
2022-05-20,02:51:50,GL5AYT,620,902,6.48,35,23,2.342,11
2022-05-20,02:51:55,GL5AYT,329,992,5.558,20,96,2.062,11
2022-05-20,02:52:00,GL5AYT,594,910,6.106,38,30,3.359,11
2022-05-20,02:52:05,GL5AYT,684,846,6.36,35,16,2.185,11
2022-05-20,02:52:10,GL5AYT,512,898,5.526,36,5,2.414,11
2022-05-20,02:52:15,GL5AYT,658,932,5.642,28,90,2.351,11
2022-05-20,02:52:20,GL5AYT,422,897,6.075,24,54,2.803,11
2022-05-20,02:52:25,GL5AYT,302,841,6.448,22,83,2.23,11
2022-05-20,02:52:30,GL5AYT,565,827,6.293,23,35,2.781,11
2022-05-20,02:52:35,GL5AYT,409,870,6.308,40,56,2.971,11
2022-05-20,02:52:40,GL5AYT,615,978,6.023,26,96,2.543,11
2022-05-20,02:52:45,GL5AYT,633,984,5.986,30,14,2.536,11
2022-05-20,02:52:50,GL5AYT,468,959,5.65,23,11,2.316,11
2022-05-20,02:52:55,GL5AYT,382,856,5.916,20,97,2.69,11
2022-05-20,02:53:00,GL5AYT,653,930,6.347,21,48,2.404,11
2022-05-20,02:53:05,GL5AYT,308,908,6.089,33,9,3.047,11
2022-05-20,02:53:10,GL5AYT,604,818,6.206,22,65,3.282,11
2022-05-20,02:53:15,GL5AYT,695,894,5.834,36,47,2.674,11
2022-05-20,02:53:20,GL5AYT,549,980,5.933,35,7,2.535,11
2022-05-20,02:53:25,GL5AYT,482,897,5.649,22,89,3.348,11
2022-05-20,02:53:30,GL5AYT,413,923,6.2,26,80,2.532,11
2022-05-20,02:53:35,GL5AYT,303,871,6.048,36,97,2.289,11
2022-05-20,02:53:40,GL5AYT,519,817,5.867,38,17,2.557,11
2022-05-20,02:53:45,GL5AYT,512,871,6.326,20,84,2.362,11
2022-05-20,02:53:50,GL5AYT,411,818,6.386,30,24,2.702,11
2022-05-20,02:53:55,GL5AYT,626,894,5.654,22,100,2.269,11
2022-05-20,02:54:00,GL5AYT,493,807,5.709,31,84,2.826,11
2022-05-20,02:54:05,GL5AYT,649,828,5.992,32,53,2.905,11
2022-05-20,02:54:10,GL5AYT,613,932,6.253,39,100,2.95,11
2022-05-20,02:54:15,GL5AYT,640,981,6.028,32,10,2.64,11
2022-05-20,02:54:20,GL5AYT,696,862,5.79,32,5,3.008,11
2022-05-20,02:54:25,GL5AYT,534,831,5.889,40,91,2.087,11
2022-05-20,02:54:30,GL5AYT,529,887,6.287,24,16,2.469,11
2022-05-20,02:54:35,GL5AYT,553,974,6.497,29,28,2.348,11
2022-05-20,02:54:40,GL5AYT,570,874,5.744,27,35,2.783,11
2022-05-20,02:54:45,GL5AYT,329,863,5.754,37,45,3.44,11
2022-05-20,02:54:50,GL5AYT,418,883,5.535,25,43,2.811,11
2022-05-20,02:54:55,GL5AYT,440,893,5.633,37,77,2.256,11
2022-05-20,02:55:00,GL5AYT,690,852,6.438,37,17,3.365,11
2022-05-20,02:55:05,GL5AYT,667,865,5.644,29,47,3.331,11
2022-05-20,02:55:10,GL5AYT,404,970,6.182,26,2,2.059,11
2022-05-20,02:55:15,GL5AYT,488,808,6.43,35,100,2.293,11
2022-05-20,02:55:20,GL5AYT,626,904,5.897,37,99,2.105,11
2022-05-20,02:55:25,GL5AYT,572,906,5.673,29,83,2.258,11
2022-05-20,02:55:30,GL5AYT,453,940,6.071,39,87,2.426,11
2022-05-20,02:55:35,GL5AYT,341,865,5.986,32,33,3.187,11
2022-05-20,02:55:40,GL5AYT,561,906,5.659,27,68,3.492,11
2022-05-20,02:55:45,GL5AYT,579,920,6.441,37,44,3.066,11
2022-05-20,02:55:50,GL5AYT,567,879,5.95,31,88,2.714,11
2022-05-20,02:55:55,GL5AYT,402,906,5.891,22,92,2.131,11
2022-05-20,02:56:00,GL5AYT,332,838,5.951,31,93,2.591,11
2022-05-20,02:56:05,GL5AYT,398,870,6.497,31,11,2.411,11
2022-05-20,02:56:10,GL5AYT,443,804,6.217,35,50,3.195,11
2022-05-20,02:56:15,GL5AYT,537,911,6.339,31,69,2.63,11
2022-05-20,02:56:20,GL5AYT,368,901,5.521,26,82,2.378,11
2022-05-20,02:56:25,GL5AYT,669,854,5.921,29,30,2.955,11
2022-05-20,02:56:30,GL5AYT,662,900,5.687,28,76,3.124,11
2022-05-20,02:56:35,GL5AYT,502,853,5.755,20,74,2.461,11
2022-05-20,02:56:40,GL5AYT,638,898,6.403,22,78,2.811,11
2022-05-20,02:56:45,GL5AYT,338,965,5.535,34,67,2.069,11
2022-05-20,02:56:50,GL5AYT,311,919,5.741,37,25,2.228,11
2022-05-20,02:56:55,GL5AYT,338,915,6.206,35,20,2.777,11
2022-05-20,02:57:00,GL5AYT,504,906,5.527,21,31,2.555,11
2022-05-20,02:57:05,GL5AYT,647,944,5.779,38,89,2.417,11
2022-05-20,02:57:10,GL5AYT,577,800,6.398,32,64,2.139,11
2022-05-20,02:57:15,GL5AYT,480,887,6.283,30,67,2.676,11
2022-05-20,02:57:20,GL5AYT,403,962,6.318,31,77,2.875,11
2022-05-20,02:57:25,GL5AYT,699,858,6.098,29,72,3.116,11
2022-05-20,02:57:30,GL5AYT,355,882,6.25,24,46,2.089,11
2022-05-20,02:57:35,GL5AYT,359,952,5.649,20,81,2.49,11
2022-05-20,02:57:40,GL5AYT,497,857,5.607,21,49,2.667,11
2022-05-20,02:57:45,GL5AYT,548,957,5.628,26,77,2.098,11
2022-05-20,02:57:50,GL5AYT,594,881,6.032,25,58,2.947,11
2022-05-20,02:57:55,GL5AYT,554,852,5.99,37,17,2.261,11
2022-05-20,02:58:00,GL5AYT,377,924,6.004,36,71,2.66,11
2022-05-20,02:58:05,GL5AYT,452,964,5.823,27,92,2.581,11
2022-05-20,02:58:10,GL5AYT,316,804,6.08,34,63,2.672,11
2022-05-20,02:58:15,GL5AYT,589,919,5.933,27,47,3.2,11
2022-05-20,02:58:20,GL5AYT,327,846,6.302,21,38,2.609,11
2022-05-20,02:58:25,GL5AYT,632,964,6.446,22,1,2.433,11
2022-05-20,02:58:30,GL5AYT,304,901,5.982,20,84,2.037,11
2022-05-20,02:58:35,GL5AYT,595,848,6.227,32,74,2.721,11
2022-05-20,02:58:40,GL5AYT,691,857,6.408,32,46,2.593,11
2022-05-20,02:58:45,GL5AYT,320,993,6.175,24,39,2.808,11
2022-05-20,02:58:50,GL5AYT,423,930,6.005,29,35,3.397,11
2022-05-20,02:58:55,GL5AYT,352,844,5.604,29,30,2.926,11
2022-05-20,02:59:00,GL5AYT,322,969,5.79,20,28,2.654,11
2022-05-20,02:59:05,GL5AYT,583,817,5.906,39,21,2.343,11
2022-05-20,02:59:10,GL5AYT,432,897,5.817,27,25,2.918,11
2022-05-20,02:59:15,GL5AYT,569,941,6.359,27,12,2.473,11
2022-05-20,02:59:20,GL5AYT,320,930,5.658,31,62,2.453,11
2022-05-20,02:59:25,GL5AYT,616,893,5.615,36,56,3.352,11
2022-05-20,02:59:30,GL5AYT,639,881,6.067,34,62,3.296,11
