Date,Time,ID,TDS,Light Intensity,pH,Air Temperature,Humidity,EC,Label
2022-05-20,08:24:05,GL5AYT,546,841,7.799,28,15,2.372,15
2022-05-20,08:24:10,GL5AYT,571,907,6.889,21,76,3.433,15
2022-05-20,08:24:15,GL5AYT,326,813,7.194,21,49,3.153,15
2022-05-20,08:24:20,GL5AYT,452,844,7.797,22,87,2.289,15
2022-05-20,08:24:25,GL5AYT,408,969,7.643,29,11,2.067,15
2022-05-20,08:24:30,GL5AYT,327,894,7.875,22,45,2.001,15
2022-05-20,08:24:35,GL5AYT,634,893,7.114,35,34,2.293,15
2022-05-20,08:24:40,GL5AYT,475,836,6.689,32,66,3.275,15
2022-05-20,08:24:45,GL5AYT,428,866,7.727,23,77,3.16,15
2022-05-20,08:24:50,GL5AYT,575,808,7.114,35,46,2.955,15
2022-05-20,08:24:55,GL5AYT,688,974,6.757,30,35,2.089,15
2022-05-20,08:25:00,GL5AYT,627,961,7.982,37,5,2.953,15
2022-05-20,08:25:05,GL5AYT,631,982,7.207,28,73,2.931,15
2022-05-20,08:25:10,GL5AYT,387,966,7.437,38,11,2.386,15
2022-05-20,08:25:15,GL5AYT,309,929,7.917,34,49,2.825,15
2022-05-20,08:25:20,GL5AYT,355,890,7.473,36,44,2.889,15
2022-05-20,08:25:25,GL5AYT,688,958,7.882,28,68,3.232,15
2022-05-20,08:25:30,GL5AYT,625,812,7.388,30,89,3.414,15
2022-05-20,08:25:35,GL5AYT,446,929,6.802,23,35,2.389,15
2022-05-20,08:25:40,GL5AYT,551,831,6.55,34,79,2.373,15
2022-05-20,08:25:45,GL5AYT,438,957,6.605,34,36,3.414,15
2022-05-20,08:25:50,GL5AYT,456,905,6.605,21,66,2.233,15
2022-05-20,08:25:55,GL5AYT,470,854,7.217,38,53,2.714,15
2022-05-20,08:26:00,GL5AYT,502,952,6.657,36,99,2.967,15
2022-05-20,08:26:05,GL5AYT,519,886,6.657,23,80,2.358,15
2022-05-20,08:26:10,GL5AYT,347,819,7.684,25,60,2.165,15
2022-05-20,08:26:15,GL5AYT,619,912,7.211,36,7,2.002,15
2022-05-20,08:26:20,GL5AYT,472,880,7.427,30,30,3.252,15
2022-05-20,08:26:25,GL5AYT,489,994,7.14,36,55,3.129,15
2022-05-20,08:26:30,GL5AYT,410,895,6.842,30,32,2.516,15
2022-05-20,08:26:35,GL5AYT,323,856,6.948,26,2,3.467,15
2022-05-20,08:26:40,GL5AYT,591,922,7.993,34,17,3.02,15
2022-05-20,08:26:45,GL5AYT,400,942,7.78,22,20,2.364,15
2022-05-20,08:26:50,GL5AYT,482,803,7.858,26,29,2.384,15
2022-05-20,08:26:55,GL5AYT,612,912,7.245,27,37,2.906,15
